id,tokens,ner_tags
4684,"[""Originally"", "","", ""the"", ""main"", ""infection"", ""vector"", ""of"", ""Blue"", ""Termite"", ""was"", ""spear-phishing"", ""emails"", "".""]","[84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 83, 51, 84]"
4685,"[""Kaspersky"", ""Lab"", ""has"", ""detected"", ""a"", ""new"", ""method"", ""of"", ""first"", ""infection"", ""that"", ""uses"", ""a"", ""drive-by-download"", ""with"", ""a"", ""flash"", ""exploit"", ""("", ""CVE-2015-5119"", "","", ""the"", ""one"", ""leaked"", ""from"", ""The"", ""Hacking"", ""Team"", ""incident"", "")"", "".""]","[4, 6, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 51, 75, 84, 79, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4686,"[""Kaspersky"", ""Lab"", ""also"", ""found"", ""some"", ""watering"", ""hole"", ""attacks"", "","", ""including"", ""one"", ""on"", ""a"", ""website"", ""belonging"", ""to"", ""a"", ""prominent"", ""member"", ""of"", ""the"", ""Japanese"", ""government"", "".""]","[4, 6, 84, 84, 84, 80, 81, 82, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 20, 22, 84]"
4687,"[""In"", ""early"", ""July"", ""2015"", "","", ""however"", "","", ""Kaspersky"", ""Lab"", ""found"", ""a"", ""sample"", ""that"", ""creates"", ""a"", ""decryption"", ""key"", ""with"", ""Salt1"", "","", ""Salt2"", "","", ""and"", ""Salt3"", "".""]","[84, 84, 24, 26, 84, 84, 84, 4, 6, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4688,"[""From"", ""early"", ""June"", "","", ""when"", ""the"", ""cyber-attack"", ""on"", ""the"", ""Japan"", ""Pension"", ""Service"", ""started"", ""to"", ""be"", ""reported"", ""widely"", "","", ""various"", ""Japanese"", ""organizations"", ""would"", ""have"", ""started"", ""to"", ""deploy"", ""protection"", ""measures"", "".""]","[84, 84, 27, 84, 84, 84, 84, 84, 84, 23, 8, 10, 84, 84, 84, 84, 84, 84, 84, 23, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4689,"[""It"", ""employs"", ""AES"", ""in"", ""addition"", ""to"", ""SID"", ""tricks"", "","", ""making"", ""it"", ""difficult"", ""to"", ""decrypt"", ""sensitive"", ""data"", "".""]","[84, 84, 67, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4690,"[""In"", ""order"", ""to"", ""fight"", ""back"", ""against"", ""this"", ""cyber-espionage"", "","", ""Kaspersky"", ""Lab"", ""will"", ""continue"", ""its"", ""research"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 4, 6, 84, 84, 84, 84, 84]"
4691,"[""Bookworm"", ""'s"", ""functional"", ""code"", ""is"", ""radically"", ""different"", ""from"", ""PlugX"", ""and"", ""has"", ""a"", ""rather"", ""unique"", ""modular"", ""architecture"", ""that"", ""warranted"", ""additional"", ""analysis"", ""by"", ""Unit"", ""42"", "".""]","[67, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 4, 6, 84]"
4692,"[""Bookworm"", ""has"", ""little"", ""malicious"", ""functionality"", ""built-in"", "","", ""with"", ""its"", ""only"", ""core"", ""ability"", ""involving"", ""stealing"", ""keystrokes"", ""and"", ""clipboard"", ""contents"", "".""]","[67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4693,"[""The"", ""Plead"", ""malware"", ""is"", ""a"", ""backdoor"", ""which"", "","", ""according"", ""to"", ""Trend"", ""Micro"", "","", ""is"", ""used"", ""by"", ""the"", ""BlackTech"", ""group"", ""in"", ""targeted"", ""attacks"", "".""]","[84, 67, 67, 84, 84, 67, 84, 84, 84, 84, 4, 6, 84, 84, 84, 84, 84, 84, 84, 84, 80, 82, 84]"
4694,"[""So"", ""far"", "","", ""it"", ""appears"", ""threat"", ""actors"", ""have"", ""deployed"", ""the"", ""Bookworm"", ""Trojan"", ""primarily"", ""in"", ""attacks"", ""on"", ""targets"", ""in"", ""Thailand"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 23, 84]"
4695,"[""The"", ""threat"", ""actors"", ""use"", ""a"", ""commercial"", ""installation"", ""tool"", ""called"", ""Smart"", ""Installer"", ""Maker"", ""to"", ""encapsulate"", ""and"", ""execute"", ""a"", ""self-extracting"", ""RAR"", ""archive"", ""and"", ""in"", ""some"", ""cases"", ""a"", ""decoy"", ""slideshow"", ""or"", ""Flash"", ""installation"", ""application"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 84, 84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 64, 66, 84, 64, 65, 66, 84]"
4696,"[""The"", ""self-extracting"", ""RAR"", ""writes"", ""a"", ""legitimate"", ""executable"", "","", ""an"", ""actor-created"", ""DLL"", ""called"", ""Loader.dll"", ""and"", ""a"", ""file"", ""named"", ""readme.txt"", ""to"", ""the"", ""filesystem"", ""and"", ""then"", ""executes"", ""the"", ""legitimate"", ""executable"", "".""]","[84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 51, 84, 47, 84, 84, 84, 84, 47, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4697,"[""targeted"", ""attacks"", "".""]","[80, 82, 84]"
4698,"[""Using"", ""XREFs"", ""during"", ""static"", ""analysis"", ""is"", ""a"", ""common"", ""technique"", ""to"", ""quickly"", ""find"", ""where"", ""functions"", ""of"", ""interest"", ""are"", ""called"", "".""]","[84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4699,"[""The"", ""developers"", ""designed"", ""Bookworm"", ""to"", ""be"", ""a"", ""modular"", ""Trojan"", ""not"", ""limited"", ""to"", ""just"", ""the"", ""initial"", ""architecture"", ""of"", ""the"", ""Trojan"", "","", ""as"", ""Bookworm"", ""can"", ""also"", ""load"", ""additional"", ""modules"", ""provided"", ""by"", ""the"", ""C2"", ""server"", "".""]","[84, 84, 84, 67, 84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84]"
4700,"[""Although"", ""the"", ""developers"", ""of"", ""Bookworm"", ""have"", ""included"", ""only"", ""keylogging"", ""functionality"", ""in"", ""Bookworm"", ""as"", ""a"", ""core"", ""ability"", "","", ""as"", ""suggested"", ""in"", ""Table"", ""1"", "","", ""several"", ""of"", ""the"", ""embedded"", ""DLLs"", ""provide"", ""Leader"", ""with"", ""cryptographic"", ""and"", ""hashing"", ""functions"", "","", ""while"", ""others"", ""support"", ""Leader"", ""'s"", ""ability"", ""to"", ""communicate"", ""with"", ""its"", ""C2"", ""server"", "".""]","[84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 51, 84, 84]"
4701,"[""While"", ""we"", ""did"", ""not"", ""discuss"", ""the"", ""surrounding"", ""attacks"", ""using"", ""Bookworm"", ""in"", ""detail"", "","", ""we"", ""have"", ""observed"", ""threat"", ""actors"", ""deploying"", ""Bookworm"", ""primarily"", ""in"", ""attacks"", ""on"", ""targets"", ""in"", ""Thailand"", "".""]","[84, 84, 84, 84, 84, 84, 80, 82, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 23, 84]"
4702,"[""Also"", "","", ""Bookworm"", ""uses"", ""a"", ""combination"", ""of"", ""encryption"", ""and"", ""compression"", ""algorithms"", ""to"", ""obfuscate"", ""the"", ""traffic"", ""between"", ""the"", ""system"", ""and"", ""C2"", ""server"", "".""]","[84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84]"
4703,"[""The"", ""developers"", ""of"", ""Bookworm"", ""have"", ""gone"", ""to"", ""great"", ""lengths"", ""to"", ""create"", ""a"", ""modular"", ""framework"", ""that"", ""is"", ""very"", ""flexible"", ""through"", ""its"", ""ability"", ""to"", ""run"", ""additional"", ""modules"", ""directly"", ""from"", ""its"", ""C2"", ""server"", "".""]","[84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84]"
4704,"[""Unit"", ""42"", ""recently"", ""published"", ""a"", ""blog"", ""on"", ""a"", ""newly"", ""identified"", ""Trojan"", ""called"", ""Bookworm"", "","", ""which"", ""discussed"", ""the"", ""architecture"", ""and"", ""capabilities"", ""of"", ""the"", ""malware"", ""and"", ""alluded"", ""to"", ""Thailand"", ""being"", ""the"", ""focus"", ""of"", ""the"", ""threat"", ""actors'"", ""campaigns"", "".""]","[4, 6, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84, 84, 84, 84, 84, 84, 84, 83, 84]"
4705,"[""Leader"", ""is"", ""Bookworm"", ""'s"", ""main"", ""module"", ""and"", ""controls"", ""all"", ""of"", ""the"", ""activities"", ""of"", ""the"", ""Trojan"", "","", ""but"", ""relies"", ""on"", ""the"", ""additional"", ""DLLs"", ""to"", ""provide"", ""specific"", ""functionality"", "".""]","[67, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 83, 84, 84, 67, 84, 84, 84, 84, 84, 84, 47, 84, 84, 84, 84, 84]"
4706,"[""The"", ""developers"", ""of"", ""Bookworm"", ""use"", ""these"", ""modules"", ""in"", ""a"", ""rather"", ""unique"", ""ACT"", "","", ""as"", ""the"", ""other"", ""embedded"", ""DLLs"", ""provide"", ""API"", ""functions"", ""for"", ""Leader"", ""to"", ""carry"", ""out"", ""its"", ""tasks"", "".""]","[84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84]"
4707,"[""Unit"", ""42"", ""does"", ""not"", ""have"", ""detailed"", ""targeting"", ""information"", ""for"", ""all"", ""known"", ""Bookworm"", ""samples"", "","", ""but"", ""we"", ""are"", ""aware"", ""of"", ""attempted"", ""attacks"", ""on"", ""at"", ""least"", ""two"", ""branches"", ""of"", ""government"", ""in"", ""Thailand"", "".""]","[4, 6, 84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 84, 84]"
4708,"[""We"", ""speculate"", ""that"", ""other"", ""attacks"", ""delivering"", ""Bookworm"", ""were"", ""also"", ""targeting"", ""organizations"", ""in"", ""Thailand"", ""based"", ""on"", ""the"", ""contents"", ""of"", ""the"", ""associated"", ""decoys"", ""documents"", "","", ""as"", ""well"", ""as"", ""several"", ""of"", ""the"", ""dynamic"", ""DNS"", ""domain"", ""names"", ""used"", ""to"", ""host"", ""C2"", ""servers"", ""that"", ""contain"", ""the"", ""words"", ""\"""", ""Thai"", ""\"""", ""or"", ""\"""", ""Thailand"", ""\"""", "".""]","[84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 23, 84, 84, 84, 84, 84, 84, 84, 44, 46, 84, 84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 23, 84, 84, 84, 23, 84, 84]"
4709,"[""We"", ""believe"", ""that"", ""it"", ""is"", ""likely"", ""threat"", ""actors"", ""will"", ""continue"", ""development"", ""Bookworm"", "","", ""and"", ""will"", ""continue"", ""to"", ""use"", ""it"", ""for"", ""the"", ""foreseeable"", ""future"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4710,"[""Threat"", ""actors"", ""have"", ""delivered"", ""Bookworm"", ""as"", ""a"", ""payload"", ""in"", ""attacks"", ""on"", ""targets"", ""in"", ""Thailand"", "".""]","[84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
4711,"[""Analysis"", ""of"", ""compromised"", ""systems"", ""seen"", ""communicating"", ""with"", ""Bookworm"", ""C2"", ""servers"", ""also"", ""confirms"", ""our"", ""speculation"", ""on"", ""targeting"", ""with"", ""a"", ""majority"", ""of"", ""systems"", ""existing"", ""within"", ""Thailand"", "".""]","[84, 84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
4712,"[""As"", ""mentioned"", ""in"", ""our"", ""previous"", ""blog"", ""on"", ""Bookworm"", "","", ""the"", ""Trojan"", ""sends"", ""a"", ""static"", ""date"", ""string"", ""to"", ""the"", ""C2"", ""server"", ""that"", ""we"", ""referred"", ""to"", ""as"", ""a"", ""campaign"", ""code"", "".""]","[84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4713,"[""We"", ""believed"", ""that"", ""the"", ""actors"", ""would"", ""use"", ""this"", ""date"", ""code"", ""to"", ""track"", ""their"", ""attack"", ""campaigns"", "";"", ""however"", "","", ""after"", ""continued"", ""analysis"", ""of"", ""the"", ""malware"", "","", ""we"", ""think"", ""these"", ""static"", ""dates"", ""could"", ""also"", ""be"", ""a"", ""build"", ""identifier"", ""for"", ""the"", ""Trojan"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 84, 84, 80, 82, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84]"
4714,"[""Threat"", ""actors"", ""may"", ""use"", ""the"", ""date"", ""string"", ""hardcoded"", ""into"", ""each"", ""Bookworm"", ""sample"", ""as"", ""a"", ""build"", ""identifier"", "".""]","[84, 84, 84, 84, 84, 44, 45, 46, 84, 84, 64, 66, 84, 84, 84, 84, 84]"
4715,"[""A"", ""Trojan"", ""sending"", ""a"", ""build"", ""identifier"", ""to"", ""its"", ""C2"", ""server"", ""is"", ""quite"", ""common"", "","", ""as"", ""it"", ""notifies"", ""the"", ""threat"", ""actors"", ""of"", ""the"", ""specific"", ""version"", ""of"", ""the"", ""Trojan"", ""in"", ""which"", ""they"", ""are"", ""interacting"", "".""]","[84, 67, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84]"
4716,"[""Due"", ""to"", ""these"", ""changes"", ""without"", ""a"", ""new"", ""date"", ""string"", "","", ""we"", ""believe"", ""the"", ""date"", ""codes"", ""are"", ""used"", ""for"", ""campaign"", ""tracking"", ""rather"", ""than"", ""a"", ""Bookworm"", ""build"", ""identifier"", "".""]","[84, 84, 84, 84, 84, 84, 84, 44, 46, 84, 84, 84, 84, 44, 46, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84]"
4717,"[""We"", ""believe"", ""that"", ""Bookworm"", ""samples"", ""use"", ""the"", ""static"", ""date"", ""string"", ""as"", ""campaign"", ""codes"", "","", ""which"", ""we"", ""used"", ""to"", ""determine"", ""the"", ""approximate"", ""date"", ""of"", ""each"", ""attack"", ""that"", ""we"", ""did"", ""not"", ""have"", ""detailed"", ""targeting"", ""information"", "".""]","[84, 84, 84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4718,"[""Another"", ""decoy"", ""slideshow"", ""associated"", ""with"", ""the"", ""Bookworm"", ""attack"", ""campaign"", ""contains"", ""photos"", ""of"", ""an"", ""event"", ""called"", ""Bike"", ""for"", ""Dad"", ""2015"", "".""]","[84, 44, 46, 84, 84, 84, 80, 81, 82, 84, 84, 84, 84, 84, 84, 84, 84, 84, 27, 84]"
4719,"[""The"", ""campaign"", ""code"", ""\"""", ""20150920"", ""\"""", ""is"", ""associated"", ""with"", ""this"", ""decoy"", "","", ""which"", ""is"", ""a"", ""week"", ""prior"", ""to"", ""media"", ""articles"", ""announcing"", ""that"", ""the"", ""Crown"", ""Price"", ""of"", ""Thailand"", ""Maha"", ""Vajiralongkorn"", ""will"", ""lead"", ""the"", ""Bike"", ""for"", ""Dad"", ""2015"", ""event"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 27, 84, 84]"
4720,"[""Chitpas"", ""is"", ""heavily"", ""involved"", ""with"", ""Thailand"", ""politics"", ""and"", ""was"", ""a"", ""core"", ""leader"", ""of"", ""the"", ""People"", ""'s"", ""Committee"", ""for"", ""Absolute"", ""Democracy"", ""("", ""PCAD"", "")"", "","", ""which"", ""is"", ""an"", ""organization"", ""that"", ""staged"", ""anti-government"", ""campaigns"", ""in"", ""2013"", ""and"", ""2014"", "".""]","[84, 84, 84, 84, 84, 84, 11, 84, 84, 84, 84, 84, 84, 84, 8, 9, 9, 9, 9, 10, 84, 11, 84, 84, 84, 84, 84, 84, 84, 84, 80, 82, 84, 27, 84, 27, 84]"
4721,"[""The"", ""final"", ""remaining"", ""known"", ""decoy"", ""includes"", ""photos"", ""of"", ""Chitpas"", ""Tant"", ""Kridakon"", ""("", ""Figure"", ""7"", "")"", "","", ""who"", ""is"", ""known"", ""as"", ""heiress"", ""to"", ""the"", ""largest"", ""brewery"", ""in"", ""Thailand"", "".""]","[84, 84, 84, 84, 67, 84, 84, 84, 64, 65, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4722,"[""These"", ""images"", ""were"", ""associated"", ""with"", ""the"", ""Bookworm"", ""campaign"", ""code"", ""\"""", ""20150905"", ""\"""", "".""]","[84, 84, 84, 84, 84, 84, 80, 82, 84, 84, 84, 84, 84]"
4723,"[""Unit"", ""42"", ""analyzed"", ""the"", ""systems"", ""communicating"", ""with"", ""the"", ""Bookworm"", ""C2"", ""domains"", ""and"", ""found"", ""that"", ""a"", ""majority"", ""of"", ""the"", ""IP"", ""addresses"", ""existed"", ""within"", ""autonomous"", ""systems"", ""located"", ""in"", ""Thailand"", "".""]","[4, 6, 84, 84, 84, 84, 84, 84, 67, 51, 84, 84, 84, 84, 84, 84, 84, 84, 43, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
4724,"[""The"", ""pie"", ""chart"", ""in"", ""Figure"", ""8"", ""shows"", ""that"", ""the"", ""vast"", ""majority"", ""("", ""73%"", "")"", ""of"", ""the"", ""hosts"", ""are"", ""geographically"", ""located"", ""in"", ""Thailand"", "","", ""which"", ""matches"", ""the"", ""known"", ""targeting"", ""of"", ""this"", ""threat"", ""group"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4725,"[""We"", ""believe"", ""that"", ""the"", ""IP"", ""addresses"", ""from"", ""Canada"", "","", ""Russia"", ""and"", ""NorACT"", ""are"", ""analysis"", ""systems"", ""of"", ""antivirus"", ""companies"", ""or"", ""security"", ""researchers"", "".""]","[84, 84, 84, 84, 43, 84, 84, 23, 84, 23, 84, 23, 84, 84, 84, 84, 8, 10, 84, 84, 84, 84]"
4726,"[""Overall"", "","", ""the"", ""Bookworm"", ""infrastructure"", ""overlaps"", ""with"", ""the"", ""infrastructure"", ""hosting"", ""C2"", ""servers"", ""used"", ""by"", ""various"", ""attack"", ""tools"", "","", ""including"", ""FFRAT"", "","", ""Poison"", ""Ivy"", "","", ""PlugX"", "","", ""and"", ""others"", "".""]","[84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 64, 66, 84, 67, 84, 84, 84, 84]"
4727,"[""Overall"", "","", ""the"", ""Bookworm"", ""infrastructure"", ""overlaps"", ""with"", ""the"", ""infrastructure"", ""hosting"", ""C2"", ""servers"", ""used"", ""by"", ""various"", ""attack"", ""tools"", "","", ""including"", ""FFRAT"", "","", ""Poison"", ""Ivy"", "","", ""PlugX"", "","", ""and"", ""others"", "".""]","[84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 64, 66, 84, 67, 84, 84, 84, 84]"
4728,"[""Unit"", ""42"", ""enumerated"", ""the"", ""threat"", ""infrastructure"", ""related"", ""to"", ""Bookworm"", ""and"", ""created"", ""a"", ""chart"", ""to"", ""visualize"", ""connected"", ""entities"", ""to"", ""its"", ""current"", ""attack"", ""campaign"", "".""]","[4, 6, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 80, 82, 84]"
4729,"[""Threat"", ""actors"", ""have"", ""targeted"", ""the"", ""government"", ""of"", ""Thailand"", ""and"", ""delivered"", ""the"", ""newly"", ""discovered"", ""Bookworm"", ""Trojan"", ""since"", ""July"", ""2015"", "".""]","[84, 84, 84, 84, 84, 11, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 24, 26, 84]"
4730,"[""The"", ""actors"", ""appear"", ""to"", ""follow"", ""a"", ""set"", ""playbook"", "","", ""as"", ""the"", ""observed"", ""TTPs"", ""are"", ""fairly"", ""static"", ""within"", ""each"", ""attack"", ""in"", ""this"", ""campaign"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4731,"[""So"", ""far"", "","", ""Unit"", ""42"", ""has"", ""seen"", ""infrastructure"", ""overlaps"", ""with"", ""servers"", ""hosting"", ""C2"", ""servers"", ""for"", ""samples"", ""of"", ""the"", ""FFRAT"", "","", ""PlugX"", "","", ""Poison"", ""Ivy"", ""and"", ""Scieron"", ""Trojans"", "","", ""suggesting"", ""that"", ""the"", ""threat"", ""actors"", ""use"", ""these"", ""tools"", ""as"", ""the"", ""payload"", ""in"", ""their"", ""attacks"", "".""]","[84, 84, 84, 4, 6, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 67, 84, 67, 84, 64, 66, 84, 64, 66, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4732,"[""The"", ""threat"", ""actors"", ""have"", ""continually"", ""used"", ""Flash"", ""Player"", ""installers"", ""and"", ""Flash"", ""slideshows"", ""for"", ""decoys"", "".""]","[84, 84, 84, 84, 84, 84, 64, 65, 66, 84, 64, 66, 84, 84, 84]"
4733,"[""The"", ""vast"", ""majority"", ""of"", ""systems"", ""communicating"", ""with"", ""Bookworm"", ""C2"", ""servers"", ""are"", ""within"", ""the"", ""Bangkok"", ""metropolitan"", ""LOC"", ""where"", ""a"", ""majority"", ""of"", ""the"", ""government"", ""of"", ""Thailand"", ""exists"", "".""]","[84, 84, 84, 84, 84, 84, 84, 67, 51, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 84, 84, 84]"
4734,"[""Buhtrap"", ""has"", ""been"", ""active"", ""since"", ""2014"", "","", ""however"", ""their"", ""first"", ""attacks"", ""against"", ""financial"", ""institutions"", ""were"", ""only"", ""detected"", ""in"", ""August"", ""2015"", "".""]","[3, 84, 84, 84, 84, 27, 84, 84, 84, 84, 84, 84, 8, 10, 84, 84, 84, 84, 24, 26, 84]"
4735,"[""At"", ""the"", ""moment"", "","", ""the"", ""group"", ""is"", ""known"", ""to"", ""target"", ""Russian"", ""and"", ""Ukrainian"", ""banks"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 11, 84]"
4736,"[""Buhtrap"", ""is"", ""the"", ""first"", ""hacker"", ""group"", ""using"", ""a"", ""network"", ""worm"", ""to"", ""infect"", ""the"", ""overall"", ""bank"", ""infrastructure"", ""that"", ""significantly"", ""increases"", ""the"", ""difficulty"", ""of"", ""removing"", ""all"", ""malicious"", ""functions"", ""from"", ""the"", ""network"", "".""]","[3, 84, 84, 84, 84, 84, 84, 84, 80, 82, 84, 84, 84, 84, 11, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4737,"[""Malicious"", ""programs"", ""intentionally"", ""scan"", ""for"", ""machines"", ""with"", ""an"", ""automated"", ""Bank-Customer"", ""system"", ""of"", ""the"", ""Central"", ""bank"", ""of"", ""Russia"", ""("", ""further"", ""referred"", ""to"", ""as"", ""BCS"", ""CBR"", "")"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 11, 84, 23, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4738,"[""If"", ""the"", ""document"", ""was"", ""delivered"", ""with"", ""macros"", ""instead"", ""of"", ""exploits"", ""("", ""CVE-2012-0158"", "","", ""CVE-2013-3906"", ""or"", ""CVE-2014-1761"", "")"", "","", ""then"", ""the"", ""document"", ""contained"", ""instructions"", ""for"", ""enabling"", ""macros"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 79, 84, 79, 84, 79, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
4739,"[""We"", ""noticed"", ""that"", ""criminals"", ""were"", ""spreading"", ""Buhtrap"", ""using"", ""this"", ""method"", ""from"", ""May"", ""2015"", ""to"", ""August"", ""2015"", "".""]","[84, 84, 84, 84, 84, 84, 3, 84, 84, 84, 84, 24, 26, 84, 24, 26, 84]"
4740,"[""It"", ""is"", ""worth"", ""noting"", ""that"", ""attackers"", ""used"", ""the"", ""same"", ""compromised"", ""websites"", ""to"", ""spread"", ""Buhtrap"", ""as"", ""those"", ""that"", ""had"", ""been"", ""used"", ""for"", ""the"", ""Corkow"", ""Trojan"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 64, 66, 84]"
4741,"[""Moreover"", "","", ""they"", ""used"", ""the"", ""same"", ""exploit"", ""kit"", ""Niteris"", ""as"", ""that"", ""in"", ""the"", ""Corkow"", ""case"", "".""]","[84, 84, 84, 84, 84, 84, 75, 72, 74, 84, 84, 84, 84, 67, 84, 84]"
4742,"[""Purportedly"", ""during"", ""one"", ""of"", ""the"", ""first"", ""attacks"", ""hackers"", ""intercepted"", ""the"", ""mailing"", ""list"", ""of"", ""the"", ""Anti-drop"", ""\"""", ""club"", ""and"", ""created"", ""a"", ""specific"", ""phishing"", ""email"", ""for"", ""its"", ""members"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 80, 82, 84, 84, 84, 84]"
4743,"[""However"", "","", ""it"", ""is"", ""still"", ""widely"", ""used"", "","", ""notably"", ""in"", ""Russia"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 23, 84]"
