id,tokens,ner_tags
2434,"[""We"", ""conclude"", ""that"", ""the"", ""actor"", ""behind"", ""the"", ""attack"", ""is"", ""Silence"", ""group"", "","", ""a"", ""relatively"", ""new"", ""threat"", ""actor"", ""that's"", ""been"", ""operating"", ""since"", ""mid-2016"", "".""]","[26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26]"
2435,"[""A"", ""preliminary"", ""analysis"", ""caught"", ""the"", ""attention"", ""of"", ""our"", ""Threat"", ""Analysis"", ""and"", ""Intelligence"", ""team"", ""as"", ""it"", ""yielded"", ""interesting"", ""data"", ""that"", "","", ""among"", ""other"", ""things"", "","", ""shows"", ""that"", ""Silence"", ""was"", ""targeting"", ""employees"", ""from"", ""financial"", ""entities"", "","", ""specifically"", ""in"", ""the"", ""Russian"", ""Federation"", ""and"", ""the"", ""Republic"", ""of"", ""Belarus"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 26, 18, 19, 26, 26, 26, 26, 14, 15, 26, 26, 14, 15, 15, 26]"
2436,"[""As"", ""shown"", ""above"", "","", ""the"", ""threat"", ""runs"", ""several"", ""native"", ""binaries"", ""to"", ""collect"", ""useful"", ""information"", ""for"", ""its"", ""recon"", ""phase"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2437,"[""The"", ""intelligence"", ""we"", ""have"", ""collected"", ""shows"", ""that"", ""Silence"", ""is"", ""part"", ""of"", ""a"", ""more"", ""extensive"", ""operation"", "","", ""still"", ""focused"", ""on"", ""financial"", ""institutions"", ""operating"", ""mainly"", ""on"", ""Russian"", ""territory"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26, 26, 26, 26, 26, 26]"
2438,"[""These"", ""spearphishing"", ""attempts"", ""represent"", ""an"", ""evolution"", ""of"", ""Iranian"", ""actors"", ""based"", ""on"", ""their"", ""social"", ""engineering"", ""tactics"", ""and"", ""narrow"", ""targeting"", "".""]","[26, 20, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 20, 21, 21, 26, 26, 26, 26]"
2439,"[""Based"", ""on"", ""file"", ""modification"", ""dates"", ""and"", ""timestamps"", ""of"", ""samples"", "","", ""it"", ""appears"", ""that"", ""the"", ""observed"", ""campaign"", ""was"", ""initiated"", ""in"", ""the"", ""middle"", ""of"", ""February"", ""2016"", "","", ""with"", ""the"", ""infrastructure"", ""taken"", ""offline"", ""at"", ""the"", ""start"", ""of"", ""March"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 10, 11, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26]"
2440,"[""While"", ""the"", ""Sima"", ""moniker"", ""could"", ""similarly"", ""originate"", ""from"", ""software"", ""labels"", "","", ""it"", ""is"", ""a"", ""common"", ""female"", ""Persian"", ""name"", ""and"", ""a"", ""Persian-language"", ""word"", ""for"", ""\"""", ""visage"", ""\"""", ""or"", ""\"""", ""appearance"", ""\"""", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2441,"[""Given"", ""its"", ""use"", ""in"", ""more"", ""advanced"", ""social"", ""engineering"", ""campaigns"", ""against"", ""women"", ""'s"", ""rights"", ""activists"", "","", ""the"", ""label"", ""seem"", ""particularly"", ""apt"", "".""]","[26, 26, 26, 26, 26, 26, 18, 19, 19, 26, 18, 19, 19, 19, 26, 26, 26, 26, 26, 26, 26]"
2442,"[""Samples"", ""and"", ""resource"", ""names"", ""contained"", ""the"", ""family"", ""names"", ""of"", ""prominent"", ""Iranians"", "","", ""and"", ""several"", ""of"", ""these"", ""individuals"", ""received"", ""the"", ""malware"", ""located"", ""in"", ""their"", ""respective"", ""folder"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2443,"[""The"", ""Sima"", ""group"", ""also"", ""engaged"", ""in"", ""impersonation"", ""of"", ""Citizenship"", ""and"", ""Immigration"", ""Services"", ""at"", ""the"", ""Department"", ""of"", ""Homeland"", ""Security"", "","", ""posing"", ""as"", ""a"", ""notice"", ""about"", ""the"", ""expiration"", ""of"", ""the"", ""recipient"", ""'s"", ""Permanent"", ""Residence"", ""status"", "".""]","[26, 0, 26, 26, 26, 26, 26, 26, 16, 26, 16, 17, 26, 26, 6, 7, 7, 7, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2444,"[""In"", ""another"", ""case"", "","", ""Sima"", ""mirrored"", ""an"", ""announcement"", ""made"", ""about"", ""the"", ""broadcast"", ""of"", ""a"", ""television"", ""program"", ""on"", ""Iranian-American"", ""cultural"", ""affairs"", ""in"", ""order"", ""to"", ""impersonate"", ""the"", ""individual"", ""and"", ""engage"", ""in"", ""spearphishing"", ""within"", ""hours"", ""of"", ""the"", ""legitimate"", ""message"", "".""]","[26, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 20, 26, 26, 26, 26, 26, 26, 26]"
2445,"[""The"", ""server"", ""used"", ""to"", ""host"", ""these"", ""malware"", ""samples"", ""was"", ""located"", ""on"", ""the"", ""German"", ""provider"", ""Hetzner"", ""("", ""148.251.55.114"", "")"", "","", ""within"", ""a"", ""small"", ""block"", ""of"", ""IP"", ""addresses"", ""that"", ""are"", ""registered"", ""with"", ""the"", ""customer"", ""ID"", ""\"""", ""HOS-156205"", ""\"""", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 14, 18, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2446,"[""All"", ""the"", ""samples"", ""appear"", ""to"", ""be"", ""have"", ""been"", ""compiled"", ""between"", ""February"", ""29"", ""and"", ""March"", ""1"", ""2016"", "","", ""shortly"", ""before"", ""our"", ""discovery"", "","", ""suggesting"", ""that"", "","", ""despite"", ""the"", ""known"", ""C&C"", ""servers"", ""having"", ""quickly"", ""gone"", ""offline"", ""shortly"", ""after"", "","", ""this"", ""spree"", ""of"", ""attacks"", ""might"", ""be"", ""fresh"", ""and"", ""currently"", ""undergoing"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 11, 26, 10, 11, 11, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26]"
2447,"[""These"", ""archives"", ""provide"", ""further"", ""indication"", ""that"", ""those"", ""entities"", ""behind"", ""the"", ""campaigns"", ""are"", ""Persian-language"", ""speakers"", "","", ""due"", ""to"", ""the"", ""naming"", ""of"", ""files"", ""and"", ""folders"", ""in"", ""Persian"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2448,"[""For"", ""the"", ""sake"", ""of"", ""narrative"", ""we"", ""are"", ""going"", ""to"", ""focus"", ""exclusively"", ""to"", ""those"", ""samples"", ""we"", ""identified"", ""being"", ""used"", ""in"", ""attacks"", ""against"", ""Iranian"", ""civil"", ""society"", ""and"", ""diaspora"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 14, 16, 17, 26, 18, 26]"
2449,"[""Butterfly"", ""has"", ""attacked"", ""multi-billion"", ""dollar"", ""companies"", ""operating"", ""in"", ""the"", ""internet"", "","", ""IT"", ""software"", "","", ""pharmaceutical"", "","", ""and"", ""commodities"", ""sectors"", "".""]","[0, 26, 26, 18, 19, 19, 26, 26, 26, 26, 26, 26, 26, 26, 16, 26, 26, 18, 19, 26]"
2450,"[""The"", ""first"", ""signs"", ""of"", ""Butterfly"", ""'s"", ""activities"", ""emerged"", ""in"", ""early"", ""2013"", ""when"", ""several"", ""major"", ""technology"", ""and"", ""internet"", ""firms"", ""were"", ""compromised"", "".""]","[26, 26, 26, 26, 26, 26, 2, 26, 26, 10, 11, 26, 26, 26, 16, 26, 18, 19, 26, 26, 26]"
2451,"[""However"", "","", ""an"", ""investigation"", ""by"", ""Symantec"", ""has"", ""found"", ""that"", ""the"", ""group"", ""has"", ""been"", ""active"", ""since"", ""at"", ""least"", ""March"", ""2012"", ""and"", ""its"", ""attacks"", ""have"", ""not"", ""only"", ""continued"", ""to"", ""the"", ""present"", ""day"", "","", ""but"", ""have"", ""also"", ""increased"", ""in"", ""number"", "".""]","[26, 26, 26, 26, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 10, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2452,"[""Symantec"", ""has"", ""to"", ""date"", ""discovered"", ""49"", ""different"", ""organizations"", ""in"", ""more"", ""than"", ""20"", ""countries"", ""that"", ""have"", ""been"", ""attacked"", ""by"", ""Butterfly"", "".""]","[6, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2453,"[""Aside"", ""from"", ""the"", ""four"", ""companies"", ""which"", ""have"", ""publicly"", ""acknowledged"", ""attacks"", "","", ""Symantec"", ""has"", ""identified"", ""five"", ""other"", ""large"", ""technology"", ""firms"", ""compromised"", ""by"", ""Butterfly"", "","", ""primarily"", ""headquartered"", ""in"", ""the"", ""US"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 26, 6, 26, 26, 26, 26, 26, 18, 19, 26, 26, 26, 26, 26, 26, 26, 26, 14, 26]"
2454,"[""In"", ""the"", ""first"", ""attack"", "","", ""Butterfly"", ""gained"", ""a"", ""foothold"", ""by"", ""first"", ""attacking"", ""a"", ""small"", ""European"", ""office"", ""belonging"", ""to"", ""one"", ""firm"", ""and"", ""using"", ""this"", ""infection"", ""to"", ""then"", ""move"", ""on"", ""to"", ""its"", ""US"", ""office"", ""and"", ""European"", ""headquarters"", "".""]","[26, 26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 14, 26, 26]"
2455,"[""However"", "","", ""technology"", ""is"", ""not"", ""the"", ""only"", ""sector"", ""the"", ""group"", ""has"", ""focused"", ""on"", ""and"", ""Symantec"", ""has"", ""found"", ""evidence"", ""that"", ""Butterfly"", ""has"", ""attacked"", ""three"", ""major"", ""European"", ""pharmaceutical"", ""firms"", "".""]","[26, 26, 16, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 6, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26]"
2456,"[""Butterfly"", ""has"", ""also"", ""shown"", ""an"", ""interest"", ""in"", ""the"", ""commodities"", ""sector"", "","", ""attacking"", ""two"", ""major"", ""companies"", ""involved"", ""in"", ""gold"", ""and"", ""oil"", ""in"", ""late"", ""2014"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26, 26, 26, 26, 26, 26, 26, 16, 26, 16, 26, 26, 10, 26]"
2457,"[""The"", ""company"", ""specializes"", ""in"", ""finance"", ""and"", ""natural"", ""resources"", ""specific"", ""to"", ""that"", ""region"", "".""]","[26, 26, 26, 26, 16, 26, 12, 13, 26, 26, 26, 26, 26]"
2458,"[""The"", ""latter"", ""was"", ""one"", ""of"", ""at"", ""least"", ""three"", ""law"", ""firms"", ""Butterfly"", ""has"", ""targeted"", ""over"", ""the"", ""past"", ""three"", ""years"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 0, 26, 26, 26, 26, 26, 26, 26, 26]"
2459,"[""In"", ""many"", ""attacks"", "","", ""the"", ""group"", ""has"", ""succeeded"", ""in"", ""compromising"", ""Microsoft"", ""Exchange"", ""or"", ""Lotus"", ""Domino"", ""email"", ""servers"", ""in"", ""order"", ""to"", ""intercept"", ""company"", ""emails"", ""and"", ""possibly"", ""use"", ""them"", ""to"", ""send"", ""counterfeit"", ""emails"", "".""]","[26, 26, 2, 26, 26, 26, 26, 26, 26, 26, 8, 9, 26, 8, 9, 9, 9, 26, 26, 26, 26, 26, 20, 26, 26, 26, 26, 26, 26, 26, 20, 26]"
2460,"[""A"", ""powerful"", ""threat"", ""actor"", ""known"", ""as"", ""\"""", ""Wild"", ""Neutron"", ""\"""", ""("", ""also"", ""known"", ""as"", ""\"""", ""Jripbot"", ""\"""", ""and"", ""\"""", ""Morpho"", ""\"""", "")"", ""has"", ""been"", ""active"", ""since"", ""at"", ""least"", ""2011"", "","", ""infecting"", ""high"", ""profile"", ""companies"", ""for"", ""several"", ""years"", ""by"", ""using"", ""a"", ""combination"", ""of"", ""exploits"", "","", ""watering"", ""holes"", ""and"", ""multi-platform"", ""malware"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 26, 26, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26, 26, 18, 19, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 20, 21, 26, 26, 26, 26]"
2461,"[""Based"", ""on"", ""the"", ""profile"", ""of"", ""the"", ""victims"", ""and"", ""the"", ""type"", ""of"", ""information"", ""targeted"", ""by"", ""the"", ""attackers"", "","", ""Symantec"", ""believes"", ""that"", ""Butterfly"", ""is"", ""financially"", ""motivated"", "","", ""stealing"", ""information"", ""it"", ""can"", ""potentially"", ""profit"", ""from"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 6, 26, 26, 26, 26, 12, 13, 26, 12, 13, 26, 26, 26, 26, 26, 26]"
2462,"[""Wild"", ""Neutron"", ""hit"", ""the"", ""spotlight"", ""in"", ""2013"", "","", ""when"", ""it"", ""successfully"", ""infected"", ""companies"", ""such"", ""as"", ""Apple"", "","", ""Facebook"", "","", ""Twitter"", ""and"", ""Microsoft"", "".""]","[26, 26, 26, 26, 26, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 18, 26, 18, 26, 18, 26, 18, 26]"
2463,"[""Wild"", ""Neutron"", ""'s"", ""attacks"", ""in"", ""2015"", ""uses"", ""a"", ""stolen"", ""code"", ""signing"", ""certificate"", ""belonging"", ""to"", ""Taiwanese"", ""electronics"", ""maker"", ""Acer"", ""and"", ""an"", ""unknown"", ""Flash"", ""Player"", ""exploit"", "".""]","[0, 1, 26, 2, 26, 10, 26, 26, 8, 9, 9, 9, 26, 26, 14, 16, 26, 26, 26, 26, 26, 22, 23, 23, 26]"
2464,"[""During"", ""the"", ""2013"", ""attacks"", "","", ""the"", ""Wild"", ""Neutron"", ""actor"", ""successfully"", ""compromised"", ""and"", ""leveraged"", ""the"", ""website"", ""www.iphonedevsdk.com"", "","", ""which"", ""is"", ""an"", ""iPhone"", ""developers"", ""forum"", "".""]","[26, 26, 2, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2465,"[""Wild"", ""Neutron"", ""'s"", ""attack"", ""took"", ""advantage"", ""of"", ""a"", ""Java"", ""zero-day"", ""exploit"", ""and"", ""used"", ""hacked"", ""forums"", ""as"", ""watering"", ""holes"", "".""]","[0, 1, 26, 2, 26, 26, 26, 26, 22, 23, 23, 26, 26, 26, 26, 26, 20, 21, 26]"
2466,"[""While"", ""the"", ""group"", ""used"", ""watering"", ""hole"", ""attacks"", ""in"", ""2013"", "","", ""it's"", ""still"", ""unclear"", ""how"", ""victims"", ""get"", ""redirected"", ""to"", ""the"", ""exploitation"", ""kits"", ""in"", ""the"", ""new"", ""2014-2015"", ""attacks"", "".""]","[26, 26, 26, 26, 2, 3, 3, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 2, 3, 26]"
2467,"[""Wild"", ""Neutron"", ""'s"", ""tools"", ""include"", ""a"", ""password"", ""harvesting"", ""trojan"", "","", ""a"", ""reverse-shell"", ""backdoor"", ""and"", ""customized"", ""implementations"", ""of"", ""OpenSSH"", "","", ""WMIC"", ""and"", ""SMB"", "".""]","[0, 1, 26, 26, 26, 26, 8, 9, 9, 26, 26, 8, 9, 26, 8, 9, 9, 9, 26, 8, 26, 8, 26]"
2468,"[""Instead"", ""of"", ""Flash"", ""exploits"", "","", ""older"", ""Wild"", ""Neutron"", ""exploitation"", ""and"", ""watering"", ""holes"", ""used"", ""what"", ""was"", ""a"", ""Java"", ""zero-day"", ""at"", ""the"", ""end"", ""of"", ""2012"", ""and"", ""the"", ""beginning"", ""of"", ""2013"", "","", ""detected"", ""by"", ""Kaspersky"", ""Lab"", ""products"", ""as"", ""Exploit.Java.CVE-2012-3213.b"", "".""]","[26, 26, 22, 23, 26, 26, 26, 26, 26, 26, 20, 21, 26, 26, 26, 26, 22, 23, 26, 26, 10, 11, 11, 26, 26, 10, 11, 11, 26, 26, 26, 6, 7, 26, 26, 22, 26]"
2469,"[""The"", ""victims"", ""for"", ""the"", ""2014-2015"", ""versions"", ""are"", ""generally"", ""IT"", ""and"", ""real"", ""estate/investment"", ""companies"", ""and"", ""in"", ""both"", ""cases"", "","", ""a"", ""small"", ""number"", ""of"", ""computers"", ""have"", ""been"", ""infected"", ""throughout"", ""Wild"", ""Neutron"", "".""]","[26, 26, 26, 26, 10, 26, 26, 26, 18, 26, 18, 19, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 1, 26]"
2470,"[""Wild"", ""Neutron"", ""'s"", ""targeting"", ""of"", ""major"", ""IT"", ""companies"", "","", ""spyware"", ""developers"", ""("", ""FlexiSPY"", "")"", "","", ""jihadist"", ""forums"", ""("", ""the"", ""\"""", ""Ansar"", ""Al-Mujahideen"", ""English"", ""Forum"", ""\"""", "")"", ""and"", ""Bitcoin"", ""companies"", ""indicate"", ""a"", ""flexible"", ""yet"", ""unusual"", ""mindset"", ""and"", ""interests"", "".""]","[0, 1, 26, 26, 26, 26, 18, 19, 26, 18, 19, 26, 18, 26, 26, 18, 19, 26, 26, 26, 18, 19, 19, 19, 26, 26, 26, 18, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2471,"[""We"", ""continue"", ""to"", ""track"", ""the"", ""Wild"", ""Neutron"", ""group"", "","", ""which"", ""is"", ""still"", ""active"", ""as"", ""of"", ""June"", ""2015"", "".""]","[26, 26, 26, 26, 26, 0, 1, 1, 26, 26, 26, 26, 26, 26, 26, 10, 11, 26]"
2472,"[""A"", ""ransomware"", ""variant"", ""dubbed"", ""PyLocky"", ""was"", ""observed"", ""in"", ""September"", ""2018"", ""being"", ""distributed"", ""by"", ""a"", ""phishing"", ""campaign"", ""using"", ""an"", ""invoicing"", ""theme"", "".""]","[26, 26, 26, 26, 8, 26, 26, 26, 10, 11, 26, 26, 26, 26, 2, 3, 26, 26, 26, 26, 26]"
2473,"[""PyLocky"", ""was"", ""found"", ""to"", ""be"", ""targeting"", ""entities"", ""in"", ""France"", ""and"", ""Germany"", "".""]","[8, 26, 26, 26, 26, 26, 26, 26, 14, 26, 14, 26]"
2474,"[""Fxmsp"", ""specialize"", ""in"", ""breaching"", ""highly"", ""secure"", ""protected"", ""networks"", ""to"", ""access"", ""private"", ""corporate"", ""and"", ""government"", ""information"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 12, 13, 26]"
2475,"[""Fxmsp"", ""is"", ""a"", ""hacking"", ""collective"", ""that"", ""has"", ""operated"", ""in"", ""various"", ""top-tier"", ""Russian-"", ""and"", ""English-speaking"", ""underground"", ""communities"", ""since"", ""2017"", "".""]","[0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26]"
2476,"[""Throughout"", ""2017"", ""and"", ""2018"", "","", ""Fxmsp"", ""established"", ""a"", ""network"", ""of"", ""trusted"", ""proxy"", ""resellers"", ""to"", ""promote"", ""their"", ""breaches"", ""on"", ""the"", ""criminal"", ""underground"", "".""]","[26, 10, 26, 10, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2477,"[""On"", ""April"", ""24"", "","", ""2019"", "","", ""Fxmsp"", ""claimed"", ""to"", ""have"", ""secured"", ""access"", ""to"", ""three"", ""leading"", ""antivirus"", ""companies"", "".""]","[26, 10, 11, 26, 10, 26, 0, 26, 26, 26, 26, 26, 26, 26, 26, 18, 19, 26]"
2478,"[""According"", ""to"", ""the"", ""Fxmsp"", "","", ""they"", ""worked"", ""tirelessly"", ""for"", ""the"", ""first"", ""quarter"", ""of"", ""2019"", ""to"", ""breach"", ""these"", ""companies"", ""and"", ""finally"", ""succeeded"", ""and"", ""obtained"", ""access"", ""to"", ""the"", ""companies'"", ""internal"", ""networks"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2479,"[""Booz"", ""Allen"", ""Hamilton"", ""in"", ""2014"", ""and"", ""AhnLab"", ""in"", ""2015"", ""reported"", ""on"", ""Bisonal"", ""using"", ""a"", ""simple"", ""XOR"", ""cipher"", ""to"", ""hide"", ""the"", ""C2"", ""address"", ""strings"", ""in"", ""the"", ""body"", "".""]","[6, 7, 7, 26, 10, 26, 6, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2480,"[""For"", ""example"", "","", ""Bisonal"", ""malware"", ""in"", ""2012"", ""used"", ""send()"", ""and"", ""recv()"", ""APIs"", ""to"", ""communicate"", ""with"", ""its"", ""C2"", ""This"", ""Bisonal"", ""variant"", ""used"", ""in"", ""the"", ""latest"", ""attack"", ""communicates"", ""with"", ""one"", ""of"", ""the"", ""following"", ""hard-coded"", ""C2"", ""addresses"", ""by"", ""using"", ""the"", ""HTTP"", ""POST"", ""method"", ""on"", ""TCP"", ""port"", ""443"", "".""]","[26, 26, 26, 0, 1, 26, 10, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 4, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 20, 21, 26, 26, 26, 26, 26, 26]"
2481,"[""Previous"", ""reports"", ""have"", ""discussed"", ""Bisonal"", ""malware"", ""used"", ""in"", ""attacks"", ""against"", ""Japan"", "","", ""South"", ""Korea"", ""and"", ""Russia"", "".""]","[26, 26, 26, 26, 4, 5, 26, 26, 26, 26, 14, 26, 14, 15, 26, 14, 26]"
2482,"[""This"", ""particular"", ""sample"", ""we"", ""found"", ""targeted"", ""an"", ""organization"", ""in"", ""Russia"", ""and"", ""there"", ""is"", ""a"", ""specific"", ""system"", ""language"", ""check"", ""for"", ""Cyrillic"", ""and"", ""no"", ""others"", "".""]","[26, 26, 4, 26, 26, 26, 26, 26, 26, 14, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2483,"[""If"", ""it's"", ""Cyrillic"", ""and"", ""the"", ""command"", ""to"", ""the"", ""shell"", ""is"", ""not"", ""\u2018ipconfig\u2019"", "","", ""the"", ""threat"", ""converts"", ""the"", ""command"", ""result"", ""text"", ""encoding"", ""from"", ""Cyrillic"", ""to"", ""UTF-16"", "".""]","[26, 4, 8, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 8, 26]"
2484,"[""Similar"", ""to"", ""the"", ""Bisonal"", ""variant"", ""targeting"", ""the"", ""Russian"", ""organization"", "","", ""this"", ""sample"", ""was"", ""also"", ""disguised"", ""as"", ""PDF"", ""document"", "".""]","[26, 26, 26, 4, 26, 26, 26, 14, 15, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2485,"[""The"", ""contents"", ""of"", ""the"", ""decoy"", ""PDF"", ""is"", ""a"", ""job"", ""descriptions"", ""with"", ""the"", ""South"", ""Korean"", ""Coast"", ""Guard"", "".""]","[26, 26, 26, 4, 5, 5, 26, 26, 26, 26, 26, 26, 14, 15, 16, 17, 26]"
2486,"[""The"", ""installed"", ""EXE"", ""file"", ""is"", ""almost"", ""exactly"", ""the"", ""same"", ""as"", ""the"", ""DLL"", ""version"", ""of"", ""Bisonal"", ""variant"", ""used"", ""against"", ""the"", ""Russian"", ""organization"", "".""]","[26, 4, 5, 5, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 4, 5, 26, 26, 26, 14, 26, 26]"
2487,"[""The"", ""targets"", ""are"", ""military"", ""or"", ""defense"", ""industry"", ""in"", ""particular"", ""countries"", "","", ""it"", ""used"", ""DDNS"", ""for"", ""C2"", ""servers"", "","", ""and"", ""tracked"", ""connections"", ""from"", ""their"", ""victims"", ""by"", ""using"", ""target"", ""or"", ""campaign"", ""codes"", "","", ""as"", ""well"", ""as"", ""disguising"", ""the"", ""malware"", ""as"", ""document"", ""file"", "","", ""and"", ""using"", ""a"", ""dropper"", ""to"", ""install"", ""the"", ""malware"", ""and"", ""decoy"", ""file"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 14, 15, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 20, 26, 26, 26, 26, 26, 26, 26, 8, 26, 26, 26, 26, 26, 26, 26, 26]"
2488,"[""A"", ""previous"", ""campaign"", ""of"", ""this"", ""APT"", ""group"", ""was"", ""uncovered"", ""by"", ""Talos"", ""in"", ""June"", ""2017"", "","", ""and"", ""since"", ""then"", ""very"", ""little"", ""of"", ""this"", ""operation"", ""was"", ""seen"", ""in"", ""the"", ""wild"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 6, 26, 10, 11, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
2489,"[""ined"", ""in"", ""the"", ""archive"", ""is"", ""called"", ""DriverInstallerU.exe\u201d"", ""but"", ""its"", ""metadata"", ""shows"", ""that"", ""its"", ""original"", ""name"", ""is"", ""Interenet"", ""Assistant.exe\u201d"", "".""]","[26, 26, 26, 26, 26, 26, 4, 26, 26, 26, 26, 26, 26, 26, 26, 26, 4, 5, 26]"
2490,"[""After"", ""reviewing"", ""all"", ""the"", ""malware"", ""functionalities"", "","", ""we"", ""are"", ""confident"", ""in"", ""saying"", ""that"", ""the"", ""attackers"", ""look"", ""for"", ""victims"", ""who"", ""answer"", ""well-defined"", ""characteristics"", ""and"", ""believe"", ""that"", ""further"", ""stages"", ""of"", ""the"", ""attack"", ""are"", ""delivered"", ""only"", ""to"", ""those"", ""who"", ""fit"", ""the"", ""specific"", ""victim"", ""profile"", "".""]","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 0, 26, 26, 18, 19, 19, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]"
